league_name,seasons
Venezuelan Primera División,/en/comps/105/2023/2023-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2022/2022-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2021/2021-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2020/2020-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2019/2019-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2018/2018-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2017/2017-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2016/2016-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2015/2015-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2014-2015/2014-2015-Venezuelan-Primera-Division-Stats
league_name,seasons
Czech First League,/en/comps/66/2025-2026/2025-2026-Czech-First-League-Stats
Czech First League,/en/comps/66/Czech-First-League-Stats
Czech First League,/en/comps/66/2023-2024/2023-2024-Czech-First-League-Stats
Czech First League,/en/comps/66/2022-2023/2022-2023-Czech-First-League-Stats
Czech First League,/en/comps/66/2021-2022/2021-2022-Czech-First-League-Stats
Czech First League,/en/comps/66/2020-2021/2020-2021-Czech-First-League-Stats
Czech First League,/en/comps/66/2019-2020/2019-2020-Czech-First-League-Stats
Czech First League,/en/comps/66/2018-2019/2018-2019-Czech-First-League-Stats
Czech First League,/en/comps/66/2017-2018/2017-2018-Czech-First-League-Stats
Czech First League,/en/comps/66/2016-2017/2016-2017-Czech-First-League-Stats
Czech First League,/en/comps/66/2015-2016/2015-2016-Czech-First-League-Stats
Czech First League,/en/comps/66/2014-2015/2014-2015-Czech-First-League-Stats
Czech First League,/en/comps/66/2013-2014/2013-2014-Czech-First-League-Stats
Czech First League,/en/comps/66/2012-2013/2012-2013-Czech-First-League-Stats
Czech First League,/en/comps/66/2011-2012/2011-2012-Czech-First-League-Stats
Czech First League,/en/comps/66/2010-2011/2010-2011-Czech-First-League-Stats
Czech First League,/en/comps/66/2009-2010/2009-2010-Czech-First-League-Stats
Croatian Football League,/en/comps/63/2025-2026/2025-2026-Hrvatska-NL-Stats
Croatian Football League,/en/comps/63/Hrvatska-NL-Stats
Croatian Football League,/en/comps/63/2023-2024/2023-2024-Hrvatska-NL-Stats
Croatian Football League,/en/comps/63/2022-2023/2022-2023-Hrvatska-NL-Stats
Croatian Football League,/en/comps/63/2021-2022/2021-2022-Hrvatska-NL-Stats
Croatian Football League,/en/comps/63/2020-2021/2020-2021-Hrvatska-NL-Stats
Croatian Football League,/en/comps/63/2019-2020/2019-2020-Hrvatska-NL-Stats
Croatian Football League,/en/comps/63/2018-2019/2018-2019-Hrvatska-NL-Stats
Croatian Football League,/en/comps/63/2017-2018/2017-2018-Hrvatska-NL-Stats
Croatian Football League,/en/comps/63/2016-2017/2016-2017-Hrvatska-NL-Stats
Croatian Football League,/en/comps/63/2015-2016/2015-2016-Hrvatska-NL-Stats
Croatian Football League,/en/comps/63/2014-2015/2014-2015-Hrvatska-NL-Stats
Croatian Football League,/en/comps/63/2013-2014/2013-2014-Hrvatska-NL-Stats
Croatian Football League,/en/comps/63/2012-2013/2012-2013-Hrvatska-NL-Stats
Croatian Football League,/en/comps/63/2011-2012/2011-2012-Hrvatska-NL-Stats
Croatian Football League,/en/comps/63/2010-2011/2010-2011-Hrvatska-NL-Stats
Croatian Football League,/en/comps/63/2009-2010/2009-2010-Hrvatska-NL-Stats
Croatian Football League,/en/comps/63/2008-2009/2008-2009-Hrvatska-NL-Stats
Croatian Football League,/en/comps/63/2007-2008/2007-2008-Hrvatska-NL-Stats
Chinese Football Association Super League,/en/comps/62/Chinese-Super-League-Stats
Chinese Football Association Super League,/en/comps/62/2024/2024-Chinese-Super-League-Stats
Chinese Football Association Super League,/en/comps/62/2023/2023-Chinese-Super-League-Stats
Chinese Football Association Super League,/en/comps/62/2022/2022-Chinese-Super-League-Stats
Chinese Football Association Super League,/en/comps/62/2021/2021-Chinese-Super-League-Stats
Chinese Football Association Super League,/en/comps/62/2020/2020-Chinese-Super-League-Stats
Chinese Football Association Super League,/en/comps/62/2019/2019-Chinese-Super-League-Stats
Chinese Football Association Super League,/en/comps/62/2018/2018-Chinese-Super-League-Stats
Chinese Football Association Super League,/en/comps/62/2017/2017-Chinese-Super-League-Stats
Chinese Football Association Super League,/en/comps/62/2016/2016-Chinese-Super-League-Stats
Chinese Football Association Super League,/en/comps/62/2015/2015-Chinese-Super-League-Stats
Chinese Football Association Super League,/en/comps/62/2014/2014-Chinese-Super-League-Stats
Categoría Primera A,/en/comps/41/Primera-A-Stats
Categoría Primera A,/en/comps/41/2024/2024-Primera-A-Stats
Categoría Primera A,/en/comps/41/2023/2023-Primera-A-Stats
Categoría Primera A,/en/comps/41/2022/2022-Primera-A-Stats
Categoría Primera A,/en/comps/41/2021/2021-Primera-A-Stats
Categoría Primera A,/en/comps/41/2020/2020-Primera-A-Stats
Categoría Primera A,/en/comps/41/2019/2019-Primera-A-Stats
Categoría Primera A,/en/comps/41/2018/2018-Primera-A-Stats
Categoría Primera A,/en/comps/41/2017/2017-Primera-A-Stats
Categoría Primera A,/en/comps/41/2016/2016-Primera-A-Stats
Categoría Primera A,/en/comps/41/2015/2015-Primera-A-Stats
Categoría Primera A,/en/comps/41/2014/2014-Primera-A-Stats
Chilean Primera División,/en/comps/35/Chilean-Primera-Division-Stats
Chilean Primera División,/en/comps/35/2024/2024-Chilean-Primera-Division-Stats
Chilean Primera División,/en/comps/35/2023/2023-Chilean-Primera-Division-Stats
Chilean Primera División,/en/comps/35/2022/2022-Chilean-Primera-Division-Stats
Chilean Primera División,/en/comps/35/2021/2021-Chilean-Primera-Division-Stats
Chilean Primera División,/en/comps/35/2020/2020-Chilean-Primera-Division-Stats
Chilean Primera División,/en/comps/35/2019/2019-Chilean-Primera-Division-Stats
Chilean Primera División,/en/comps/35/2018/2018-Chilean-Primera-Division-Stats
Chilean Primera División,/en/comps/35/2017/2017-Chilean-Primera-Division-Stats
Chilean Primera División,/en/comps/35/2016-2017/2016-2017-Chilean-Primera-Division-Stats
Chilean Primera División,/en/comps/35/2015-2016/2015-2016-Chilean-Primera-Division-Stats
Chilean Primera División,/en/comps/35/2014-2015/2014-2015-Chilean-Primera-Division-Stats
Canadian Premier League,/en/comps/211/Canadian-Premier-League-Stats
Canadian Premier League,/en/comps/211/2024/2024-Canadian-Premier-League-Stats
Canadian Premier League,/en/comps/211/2023/2023-Canadian-Premier-League-Stats
Canadian Premier League,/en/comps/211/2022/2022-Canadian-Premier-League-Stats
Canadian Premier League,/en/comps/211/2021/2021-Canadian-Premier-League-Stats
Canadian Premier League,/en/comps/211/2020/2020-Canadian-Premier-League-Stats
Canadian Premier League,/en/comps/211/2019/2019-Canadian-Premier-League-Stats
First Professional Football League,/en/comps/67/2025-2026/2025-2026-Bulgarian-First-League-Stats
First Professional Football League,/en/comps/67/Bulgarian-First-League-Stats
First Professional Football League,/en/comps/67/2023-2024/2023-2024-Bulgarian-First-League-Stats
First Professional Football League,/en/comps/67/2022-2023/2022-2023-Bulgarian-First-League-Stats
First Professional Football League,/en/comps/67/2021-2022/2021-2022-Bulgarian-First-League-Stats
First Professional Football League,/en/comps/67/2020-2021/2020-2021-Bulgarian-First-League-Stats
First Professional Football League,/en/comps/67/2019-2020/2019-2020-Bulgarian-First-League-Stats
First Professional Football League,/en/comps/67/2018-2019/2018-2019-Bulgarian-First-League-Stats
First Professional Football League,/en/comps/67/2017-2018/2017-2018-Bulgarian-First-League-Stats
First Professional Football League,/en/comps/67/2016-2017/2016-2017-Bulgarian-First-League-Stats
First Professional Football League,/en/comps/67/2015-2016/2015-2016-Bulgarian-First-League-Stats
First Professional Football League,/en/comps/67/2014-2015/2014-2015-Bulgarian-First-League-Stats
First Professional Football League,/en/comps/67/2013-2014/2013-2014-Bulgarian-First-League-Stats
First Professional Football League,/en/comps/67/2012-2013/2012-2013-Bulgarian-First-League-Stats
First Professional Football League,/en/comps/67/2011-2012/2011-2012-Bulgarian-First-League-Stats
First Professional Football League,/en/comps/67/2010-2011/2010-2011-Bulgarian-First-League-Stats
First Professional Football League,/en/comps/67/2009-2010/2009-2010-Bulgarian-First-League-Stats
Campeonato Brasileiro Série A,/en/comps/24/Serie-A-Stats
Campeonato Brasileiro Série A,/en/comps/24/2024/2024-Serie-A-Stats
Campeonato Brasileiro Série A,/en/comps/24/2023/2023-Serie-A-Stats
Campeonato Brasileiro Série A,/en/comps/24/2022/2022-Serie-A-Stats
Campeonato Brasileiro Série A,/en/comps/24/2021/2021-Serie-A-Stats
Campeonato Brasileiro Série A,/en/comps/24/2020/2020-Serie-A-Stats
Campeonato Brasileiro Série A,/en/comps/24/2019/2019-Serie-A-Stats
Campeonato Brasileiro Série A,/en/comps/24/2018/2018-Serie-A-Stats
Campeonato Brasileiro Série A,/en/comps/24/2017/2017-Serie-A-Stats
Campeonato Brasileiro Série A,/en/comps/24/2016/2016-Serie-A-Stats
Campeonato Brasileiro Série A,/en/comps/24/2015/2015-Serie-A-Stats
Campeonato Brasileiro Série A,/en/comps/24/2014/2014-Serie-A-Stats
Belgian Pro League,/en/comps/37/Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2023-2024/2023-2024-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2022-2023/2022-2023-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2021-2022/2021-2022-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2020-2021/2020-2021-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2019-2020/2019-2020-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2018-2019/2018-2019-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2017-2018/2017-2018-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2016-2017/2016-2017-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2015-2016/2015-2016-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2014-2015/2014-2015-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2013-2014/2013-2014-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2012-2013/2012-2013-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2011-2012/2011-2012-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2010-2011/2010-2011-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2009-2010/2009-2010-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2008-2009/2008-2009-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2007-2008/2007-2008-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2006-2007/2006-2007-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2005-2006/2005-2006-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2004-2005/2004-2005-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2003-2004/2003-2004-Belgian-Pro-League-Stats
Liga Profesional de Fútbol Argentina,/en/comps/21/Liga-Profesional-Argentina-Stats
Liga Profesional de Fútbol Argentina,/en/comps/21/2024/2024-Liga-Profesional-Argentina-Stats
Liga Profesional de Fútbol Argentina,/en/comps/21/2023/2023-Liga-Profesional-Argentina-Stats
Liga Profesional de Fútbol Argentina,/en/comps/21/2022/2022-Liga-Profesional-Argentina-Stats
Liga Profesional de Fútbol Argentina,/en/comps/21/2021/2021-Liga-Profesional-Argentina-Stats
Liga Profesional de Fútbol Argentina,/en/comps/21/2019-2020/2019-2020-Liga-Profesional-Argentina-Stats
Liga Profesional de Fútbol Argentina,/en/comps/21/2018-2019/2018-2019-Liga-Profesional-Argentina-Stats
Liga Profesional de Fútbol Argentina,/en/comps/21/2017-2018/2017-2018-Liga-Profesional-Argentina-Stats
Liga Profesional de Fútbol Argentina,/en/comps/21/2016-2017/2016-2017-Liga-Profesional-Argentina-Stats
Liga Profesional de Fútbol Argentina,/en/comps/21/2016/2016-Liga-Profesional-Argentina-Stats
Liga Profesional de Fútbol Argentina,/en/comps/21/2015/2015-Liga-Profesional-Argentina-Stats
Liga Profesional de Fútbol Argentina,/en/comps/21/2014/2014-Liga-Profesional-Argentina-Stats
Austrian Football Bundesliga,/en/comps/56/2025-2026/2025-2026-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2023-2024/2023-2024-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2022-2023/2022-2023-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2021-2022/2021-2022-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2020-2021/2020-2021-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2019-2020/2019-2020-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2018-2019/2018-2019-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2017-2018/2017-2018-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2016-2017/2016-2017-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2015-2016/2015-2016-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2014-2015/2014-2015-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2013-2014/2013-2014-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2012-2013/2012-2013-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2011-2012/2011-2012-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2010-2011/2010-2011-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2009-2010/2009-2010-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2008-2009/2008-2009-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2007-2008/2007-2008-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2006-2007/2006-2007-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2005-2006/2005-2006-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2004-2005/2004-2005-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2003-2004/2003-2004-Austrian-Bundesliga-Stats
Venezuelan Primera División,/en/comps/105/Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2024/2024-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2023/2023-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2022/2022-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2021/2021-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2020/2020-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2019/2019-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2018/2018-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2017/2017-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2016/2016-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2015/2015-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2014-2015/2014-2015-Venezuelan-Primera-Division-Stats
División de Fútbol Profesional,/en/comps/74/Bolivian-Primera-Division-Stats
División de Fútbol Profesional,/en/comps/74/2024/2024-Bolivian-Primera-Division-Stats
División de Fútbol Profesional,/en/comps/74/2023/2023-Bolivian-Primera-Division-Stats
División de Fútbol Profesional,/en/comps/74/2022/2022-Bolivian-Primera-Division-Stats
División de Fútbol Profesional,/en/comps/74/2021/2021-Bolivian-Primera-Division-Stats
División de Fútbol Profesional,/en/comps/74/2020/2020-Bolivian-Primera-Division-Stats
División de Fútbol Profesional,/en/comps/74/2019/2019-Bolivian-Primera-Division-Stats
División de Fútbol Profesional,/en/comps/74/2018/2018-Bolivian-Primera-Division-Stats
División de Fútbol Profesional,/en/comps/74/2016-2017/2016-2017-Bolivian-Primera-Division-Stats
División de Fútbol Profesional,/en/comps/74/2015-2016/2015-2016-Bolivian-Primera-Division-Stats
División de Fútbol Profesional,/en/comps/74/2014-2015/2014-2015-Bolivian-Primera-Division-Stats
A-League Men,/en/comps/65/A-League-Men-Stats
A-League Men,/en/comps/65/2023-2024/2023-2024-A-League-Men-Stats
A-League Men,/en/comps/65/2022-2023/2022-2023-A-League-Men-Stats
A-League Men,/en/comps/65/2021-2022/2021-2022-A-League-Men-Stats
A-League Men,/en/comps/65/2020-2021/2020-2021-A-League-Men-Stats
A-League Men,/en/comps/65/2019-2020/2019-2020-A-League-Men-Stats
A-League Men,/en/comps/65/2018-2019/2018-2019-A-League-Men-Stats
A-League Men,/en/comps/65/2017-2018/2017-2018-A-League-Men-Stats
A-League Men,/en/comps/65/2016-2017/2016-2017-A-League-Men-Stats
A-League Men,/en/comps/65/2015-2016/2015-2016-A-League-Men-Stats
A-League Men,/en/comps/65/2014-2015/2014-2015-A-League-Men-Stats
A-League Men,/en/comps/65/2013-2014/2013-2014-A-League-Men-Stats
A-League Men,/en/comps/65/2012-2013/2012-2013-A-League-Men-Stats
A-League Men,/en/comps/65/2011-2012/2011-2012-A-League-Men-Stats
A-League Men,/en/comps/65/2010-2011/2010-2011-A-League-Men-Stats
A-League Men,/en/comps/65/2009-2010/2009-2010-A-League-Men-Stats
A-League Men,/en/comps/65/2008-2009/2008-2009-A-League-Men-Stats
A-League Men,/en/comps/65/2007-2008/2007-2008-A-League-Men-Stats
A-League Men,/en/comps/65/2006-2007/2006-2007-A-League-Men-Stats
A-League Men,/en/comps/65/2005-2006/2005-2006-A-League-Men-Stats
